Country_A,Country_B,Conflict_Type,Year,Duration_Days,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement,Total Deaths,Total GDP,Conflict_Intensity
France,Russia,Cold Conflict,1976,612,131.16,3.7,2177.6,Desert,548.3,1044,NATO,Regional,Nuclear,2953,144,Yes,1.98,Yes,Victory_B,89.902,-70.043,Tropical,Water,No,166179,32982.6,271.5343137
Israel,Ukraine,Skirmish,1994,992,245.63,32.3,2050.5,Plains,1095.1,567.4,NATO,Regional,Cyber,1833,16,Yes,5.34,No,Stalemate,-33.803,102.588,Arid,Water,No,106265,31634.4,107.1219758
Australia,Brazil,Civil War,1953,1153,209.68,1.3,1857.3,Forest,264.7,831,,Regional,Nuclear,2407,172,Yes,14.81,Yes,Victory_A,39.357,129.369,Tropical,Water,Yes,106285,26665.9,92.18126626
USA,Australia,War,1986,57,145.69,4.2,1853.9,Plains,1142,661.4,NATO,,Cyber,3305,45,No,15.12,No,Victory_B,-59.202,24.437,Polar,Land,No,173110,15068.2,3037.017544
Germany,Canada,Skirmish,2020,1205,403.78,18.3,2048.9,Desert,1203.8,397.4,Regional,NATO,Mixed,4741,135,No,11.97,Yes,Victory_A,43.638,-74.121,Arid,Oil,Yes,173262,27960,143.7858921
Turkey,Iran,Skirmish,1982,246,240.78,24.3,1153.6,Forest,991.5,1056.9,NATO,,Nuclear,1356,142,Yes,2.21,Yes,Victory_A,-12.447,10.027,Polar,Water,Yes,268830,16060.7,1092.804878
Turkey,Japan,Proxy War,1980,144,327.46,12.6,2607.2,Urban,293.5,984.3,,,Cyber,2253,160,Yes,17.06,No,Victory_B,18.955,121.095,Polar,,No,233597,27238.4,1622.201389
Russia,Ukraine,Cold Conflict,2004,1075,94.72,29.7,486.9,Desert,381.6,1260.9,,NATO,Mixed,3997,176,Yes,3.45,Yes,Victory_B,-47.239,-66.226,Arid,,Yes,160989,21331.2,149.7572093
Australia,Australia,Cold Conflict,1961,368,266.8,-8.2,2651.7,Urban,234.5,865.8,,Regional,Mixed,2136,9,Yes,14.42,Yes,Victory_A,63.298,-41.243,Temperate,,Yes,212870,36597.6,578.451087
Canada,UK,War,1960,1483,159.06,31.5,1026.8,Plains,258.5,544.8,NATO,Regional,Cyber,935,189,Yes,0.85,Yes,Victory_A,-58.8,14.29,Polar,Water,No,182916,30510.4,123.3418746
France,Japan,Civil War,2021,218,263.25,-1.2,375.1,Forest,52.1,999.9,,Regional,Mixed,1122,182,Yes,6.64,No,Victory_B,77.149,139.37,Arid,Water,No,57146,16809.9,262.1376147
Canada,China,War,1981,616,390.43,29.8,1800.1,Plains,1200.4,867,,Regional,Mixed,1509,57,No,9.57,No,Stalemate,-78.975,29.574,Tropical,,Yes,89243,20961,144.875
China,Russia,Skirmish,2006,1919,384.48,8,1128,Forest,740.4,863.6,,,Nuclear,710,100,Yes,0.56,No,Victory_A,-38.163,-105.259,Tropical,,No,44454,22075.8,23.1651902
Iran,France,Skirmish,1987,1591,177.17,27.5,2446.5,Mountain,459.5,1189.9,NATO,NATO,Cyber,993,190,No,3.43,No,Victory_B,11.33,-147.923,Polar,Oil,No,164378,23108.4,103.3174104
China,France,Cold Conflict,2009,1281,347.17,20.2,1292.4,Plains,406.1,1274.7,,NATO,Mixed,54,138,Yes,6.38,Yes,Victory_A,64.524,-145.795,Arid,Water,No,52606,30567.7,41.06635441
Israel,Germany,Civil War,1968,1882,470.65,-2.1,2005.7,Plains,763,253.2,,NATO,Conventional,1640,34,No,19.65,No,Victory_B,13.864,162.09,Polar,,No,163581,32586.3,86.91870351
India,Germany,Proxy War,2005,1180,312.87,31.3,924.8,Plains,458,440.4,Regional,,Conventional,2361,95,Yes,15.59,No,Victory_A,-51.1,116.068,Temperate,Water,Yes,79065,19707.5,67.00423729
USA,China,Civil War,1963,1589,74.29,1,628.4,Desert,1209.3,910.8,Regional,Regional,Mixed,3175,85,No,16.81,Yes,Victory_A,64.626,95.708,Tropical,Oil,No,28987,36458,18.24229075
Russia,Canada,Skirmish,1982,442,339.89,1,1164.1,Forest,296.1,780.6,Regional,Regional,Nuclear,1756,131,No,13.35,No,Stalemate,17.309,-1.309,Temperate,Land,No,188397,20844.7,426.2375566
Israel,Germany,Proxy War,1959,841,52.54,26.6,1820.4,Forest,1235.3,913.6,,NATO,Conventional,775,116,Yes,5.85,Yes,Victory_A,-48.178,62.114,Polar,Water,Yes,190773,19702.3,226.8406659
Japan,India,Civil War,2013,956,436.07,-5.2,1970.8,Forest,930.1,606.8,Regional,Regional,Nuclear,355,65,Yes,14.19,Yes,Victory_A,11.132,-134.161,Temperate,Water,Yes,244767,19429.7,256.0324268
France,Ukraine,Civil War,2013,699,258.38,0,1734.6,Desert,1339.3,578,NATO,,Mixed,3450,160,Yes,13.47,No,Victory_A,31.554,43.522,Temperate,Oil,Yes,223440,30361.4,319.6566524
Turkey,Russia,Proxy War,2011,876,192.63,12.7,2964.2,Forest,22.1,165.6,Regional,Regional,Cyber,2742,72,Yes,12.2,Yes,Victory_B,32.495,111.881,Polar,Water,Yes,92314,28289.7,105.3812785
France,Israel,Skirmish,2017,1686,28.6,27.4,2073.3,Plains,83.7,873.5,NATO,Regional,Mixed,563,162,Yes,5.97,No,Victory_B,40.321,-157.63,Polar,,Yes,98502,23721.2,58.42348754
Israel,Australia,Civil War,1992,776,190.45,-3.4,2794.6,Urban,701.8,246.9,Regional,Regional,Mixed,2394,37,No,5.26,Yes,Victory_B,71.233,-73.386,Polar,Oil,Yes,107798,41714.8,138.9149485
Israel,Israel,Proxy War,2008,762,451.61,14.6,353.8,Mountain,1277.4,939.8,Regional,NATO,Conventional,2892,184,Yes,6.73,No,Victory_B,58.468,-140.3,Temperate,Land,Yes,124253,22088.6,163.0616798
Australia,China,Skirmish,2001,945,10.59,22,184.1,Forest,1023.4,1353.9,Regional,,Cyber,1526,94,No,6.25,No,Victory_A,19.385,-86.318,Arid,Oil,Yes,163968,46361.5,173.5111111
India,USA,Proxy War,1968,1834,237.38,28.7,933,Desert,871.4,359.7,NATO,NATO,Nuclear,4120,32,No,1.56,Yes,Stalemate,-84.21,98.109,Arid,,No,211513,24967.1,115.3287895
China,Australia,Proxy War,1970,923,465.59,32.1,409.8,Desert,45.2,199.9,NATO,,Nuclear,4187,171,Yes,16.05,No,Victory_A,44.914,-60.462,Arid,Water,No,53882,11080.6,58.37703142
Turkey,Australia,Civil War,1971,935,197.48,25.3,1577.6,Forest,496.5,34.8,Regional,NATO,Cyber,2376,52,Yes,7.39,No,Victory_A,85.493,68.286,Temperate,Oil,No,211790,38357.6,226.513369
Iran,UK,Skirmish,1958,1747,214.15,19.4,1556.9,Urban,484.8,531,NATO,,Nuclear,1561,147,Yes,14.13,No,Stalemate,-34.998,98.389,Tropical,,No,103964,28476.8,59.51001717
India,China,Civil War,1958,25,289.32,9.5,1725.1,Forest,759.4,301.2,Regional,,Conventional,3019,62,Yes,5.6,No,Stalemate,19.242,113.99,Tropical,,Yes,226402,39511.1,9056.08
Germany,China,War,2022,806,231.52,-5,2235.7,Desert,361.7,689.1,,NATO,Mixed,4697,178,No,12.04,Yes,Stalemate,48.36,134.415,Polar,,Yes,82147,32226.8,101.9193548
Australia,France,War,1976,1877,84.38,21.9,2914,Mountain,374.8,734.5,,NATO,Nuclear,4437,113,No,0.69,No,Stalemate,25.036,35.149,Arid,Oil,Yes,164818,36846.8,87.80927011
Australia,Brazil,Skirmish,1966,1688,9.38,34.7,2634.8,Urban,869.6,489.7,,Regional,Conventional,2944,141,No,2.12,Yes,Stalemate,76.059,-78.97,Tropical,Oil,No,234117,19462.5,138.6949052
Russia,Israel,Proxy War,1993,1560,304.94,23.2,355.1,Forest,1322.4,1050.1,NATO,,Nuclear,3991,34,No,7.29,Yes,Stalemate,-4.799,-125.799,Arid,Oil,Yes,105272,20639,67.48205128
USA,Canada,Civil War,1994,764,460.41,-9.2,1015.5,Mountain,924.6,1266.8,,,Conventional,541,109,Yes,5.37,Yes,Victory_B,5.732,1.335,Temperate,Land,Yes,74746,45863.3,97.83507853
Iran,Brazil,Civil War,1957,1084,53.27,12.3,767.5,Forest,935.7,296.9,Regional,,Nuclear,2573,44,No,7.07,No,Stalemate,-83.116,-142.719,Polar,,No,105397,8637.5,97.2297048
Ukraine,Iran,Skirmish,1967,1491,105.56,17.7,530.5,Urban,1380.7,1171,Regional,,Nuclear,1153,160,Yes,18.61,Yes,Stalemate,72.04,147.861,Polar,Oil,No,92337,43252.5,61.92957746
Brazil,India,Skirmish,1982,434,185.18,21,1634.2,Desert,215.7,184.5,NATO,,Cyber,3589,60,No,1.48,No,Stalemate,-42.789,-20.707,Polar,Oil,Yes,143794,23004.3,331.3225806
Ukraine,Turkey,War,1950,879,404.39,22.4,1659.8,Urban,48.3,321,Regional,Regional,Cyber,1746,92,No,9.25,Yes,Stalemate,86.116,134.274,Polar,Water,No,110507,37910.9,125.7189989
Israel,Iran,Cold Conflict,1955,1090,134.7,15.1,681.7,Plains,1044,786.4,,Regional,Conventional,1172,71,No,3.97,Yes,Stalemate,-53.621,75.337,Polar,Water,No,123943,23795.3,113.7091743
UK,USA,Skirmish,1990,910,441.04,0.1,2135.7,Forest,614.9,429.9,Regional,Regional,Cyber,1299,180,No,7.12,No,Victory_B,-44.378,128.598,Polar,Oil,No,112501,13630.2,123.6274725
Turkey,Australia,Cold Conflict,2004,565,27.57,32.4,2198.7,Mountain,600.9,59.4,NATO,,Mixed,3732,114,Yes,13.54,Yes,Victory_B,-2.767,138.225,Polar,Oil,Yes,88699,33663.5,156.9893805
UK,France,Skirmish,1954,1952,470.48,21.3,62.9,Mountain,316.2,413.5,Regional,NATO,Cyber,3267,77,Yes,19.46,No,Victory_B,28.89,-160.814,Arid,Land,Yes,99924,17933.4,51.19057377
Australia,USA,Proxy War,2008,106,280.42,0.7,1187.3,Urban,710.1,1266.9,Regional,NATO,Conventional,4504,49,No,13.89,No,Victory_A,-10.68,81.093,Tropical,Water,No,54836,40325,517.3207547
India,Australia,Proxy War,1967,96,329.42,4.5,2670.4,Urban,619.6,244.7,,,Cyber,4978,142,Yes,17.7,No,Stalemate,-26.673,-98.443,Arid,Land,Yes,117469,27687.3,1223.635417
Germany,India,War,1998,1712,183.91,31.5,1561,Urban,484.3,1069.5,NATO,Regional,Conventional,70,41,No,2.95,Yes,Victory_B,7.216,176.147,Arid,Oil,No,182450,6940,106.5712617
Russia,Brazil,War,2014,1575,391.02,29.9,1042.9,Mountain,620.4,1011.5,,NATO,Mixed,1222,113,No,3.63,No,Stalemate,82.494,100.225,Tropical,Land,Yes,250176,48102.2,158.8419048
Japan,China,Cold Conflict,2003,168,83.37,8.2,761,Desert,538,149.6,Regional,NATO,Conventional,4640,19,No,17.54,No,Stalemate,83.151,-178.645,Arid,,No,202341,19034,1204.410714
UK,Germany,Skirmish,2010,42,24.55,-8.3,730.1,Mountain,1315.9,461.9,NATO,Regional,Conventional,4914,91,Yes,12.15,No,Victory_B,-30.952,153.87,Polar,Land,No,164164,31893.7,3908.666667
Russia,Israel,Civil War,1957,1903,197.82,-7.8,299.3,Desert,1372.4,265.9,Regional,,Mixed,601,67,No,15.84,Yes,Victory_B,32.429,-74.77,Arid,Water,Yes,136628,29149.6,71.7961114
Australia,Germany,War,1952,104,426.86,2.8,2451.7,Urban,1176,33.4,Regional,,Mixed,1488,134,Yes,4.46,No,Stalemate,39.944,-30.005,Polar,Water,No,168332,35338,1618.576923
USA,Ukraine,Civil War,1974,1869,377.49,18.3,260,Plains,1386.6,243.1,,,Conventional,3161,65,No,6.97,No,Stalemate,27.615,40.423,Tropical,Water,Yes,104610,36512.3,55.97110754
Canada,Japan,Civil War,2018,1228,258.63,16.3,876.9,Mountain,372.7,283,Regional,,Nuclear,4980,72,Yes,1.62,Yes,Victory_A,-69.658,149.872,Arid,Water,Yes,162954,31266.3,132.6986971
Ukraine,UK,Skirmish,2004,520,286.11,18.5,137,Urban,1180.3,233.2,NATO,,Nuclear,2894,150,No,17.91,Yes,Victory_B,7.106,153.838,Temperate,Oil,No,66711,27960.4,128.2903846
Germany,Canada,Cold Conflict,1989,1999,65.03,22.3,2344.2,Mountain,569.9,128.4,NATO,NATO,Conventional,1811,35,No,19.13,No,Stalemate,47.385,22.85,Arid,Water,Yes,73051,16070.6,36.54377189
Turkey,India,Skirmish,1999,282,420.36,-9.1,117.9,Urban,1044.8,737.3,,Regional,Cyber,1772,139,Yes,17.15,No,Victory_A,-53.854,-65.979,Tropical,Oil,No,154423,27051.2,547.5992908
China,UK,War,1982,1932,393.5,-5.3,924.9,Mountain,282.7,452.4,,NATO,Conventional,0,150,No,8.74,No,Stalemate,-27.322,-79.492,Temperate,,Yes,92830,31034.4,48.04865424
Israel,Ukraine,Civil War,1967,1067,328.27,6.2,1719.9,Forest,1136.9,1271.6,NATO,NATO,Conventional,4644,138,No,6.82,No,Victory_B,-53.316,-48.817,Polar,Water,Yes,119458,11021.2,111.9568885
Russia,Ukraine,Skirmish,2006,947,233.15,-3,1228.7,Mountain,117.8,262.9,,NATO,Cyber,2181,128,No,9.25,No,Stalemate,69.647,-115.015,Temperate,,No,85876,19460.6,90.68215417
USA,Canada,Skirmish,1965,1134,482.23,-6.6,846.8,Forest,379.5,844.4,Regional,Regional,Mixed,3323,38,No,12.75,Yes,Victory_B,64.536,61.14,Polar,,No,169596,36339.2,149.5555556
Japan,Turkey,Skirmish,1987,1234,439.53,18.8,825.6,Desert,1150.9,1261,NATO,NATO,Conventional,4964,92,No,8.63,Yes,Victory_A,-59.543,10.009,Tropical,Oil,Yes,146281,28547.1,118.5421394
Brazil,Australia,War,1990,749,322.25,26.7,2393.4,Mountain,1046.3,67,,NATO,Nuclear,2777,69,Yes,8.43,No,Stalemate,46.899,98.447,Polar,Land,No,202868,21532.5,270.8518024
Ukraine,UK,Cold Conflict,1956,1892,185.96,23.9,2921.9,Desert,702.2,723.3,NATO,,Mixed,4616,158,Yes,8.62,No,Victory_B,-24.484,-146.12,Tropical,Water,Yes,175931,15013,92.98678647
China,Brazil,Skirmish,2002,831,309.05,26.8,1044.1,Plains,942.2,631.5,Regional,Regional,Mixed,908,136,Yes,14.89,No,Victory_A,33.511,-36.034,Arid,Water,Yes,77557,11084.4,93.32972323
Turkey,Canada,War,2012,49,287.76,20,117.4,Forest,260.6,1300.4,,,Conventional,1922,183,No,15.74,No,Victory_A,-1.194,-93.649,Temperate,Land,No,152049,19738.2,3103.040816
Ukraine,Ukraine,Civil War,1981,115,197.18,23.1,109.7,Mountain,935.2,929.6,NATO,,Nuclear,1986,17,Yes,17.41,Yes,Victory_B,-5.044,12.667,Temperate,Water,No,240094,24207.2,2087.773913
Australia,Brazil,Proxy War,1987,1179,153.41,2.2,2277.6,Desert,12.2,489.5,Regional,NATO,Cyber,4042,126,No,4.86,No,Stalemate,68.631,-11.432,Temperate,Oil,Yes,69557,20442.9,58.99660729
Brazil,China,War,1971,1673,203.56,34.7,1657.1,Urban,1166.7,996.4,,,Cyber,1837,58,No,3.15,No,Victory_B,24.654,-18.156,Polar,Land,Yes,118479,21473.5,70.8182905
Ukraine,France,Proxy War,1965,503,287,-1.8,2350.8,Desert,723.3,816.1,NATO,NATO,Cyber,3641,66,Yes,6.9,Yes,Victory_A,-47.562,-66.365,Tropical,Water,Yes,163651,27400.3,325.3499006
Iran,Brazil,Skirmish,2001,1703,214.12,-0.3,2092.5,Mountain,1321.5,486.7,Regional,,Nuclear,500,108,No,8.41,No,Victory_B,-70.063,81.664,Arid,Water,No,229718,26724.1,134.8901938
Japan,Australia,Skirmish,1978,1857,131.86,3,2722.5,Plains,670,1099.6,Regional,Regional,Mixed,1822,130,Yes,14.04,Yes,Victory_A,78.013,-6.636,Tropical,Oil,Yes,189681,27282.1,102.1437803
USA,Germany,War,1965,1735,380.51,33.9,2657.5,Forest,606.9,935.8,Regional,Regional,Mixed,1331,29,Yes,15.16,No,Victory_A,-62.391,-107.192,Temperate,Water,Yes,201633,20797.9,116.2149856
Israel,UK,Proxy War,1966,986,265.78,34.5,2365,Urban,630.6,8.6,Regional,,Conventional,4346,191,No,19.68,No,Victory_A,42.134,17.081,Polar,Oil,Yes,248187,27078.4,251.7109533
UK,Australia,Skirmish,2013,71,33.93,25.8,1425.6,Desert,504.3,1211.3,Regional,NATO,Mixed,2952,197,Yes,7.56,Yes,Victory_A,-0.747,34.802,Arid,,No,254522,24465.7,3584.816901
Brazil,Japan,Civil War,1962,1012,184.22,18.3,924.4,Mountain,234.2,556.5,,NATO,Mixed,1626,90,Yes,8.05,No,Stalemate,-64.788,-172.303,Arid,Water,No,86015,28032.9,84.99505929
Turkey,Israel,Cold Conflict,2021,1543,442.47,13.4,1521.1,Mountain,1179,904,Regional,NATO,Cyber,1227,1,No,10.84,No,Victory_A,49.798,-106.64,Polar,Land,No,189922,35393.7,123.0861957
Australia,Russia,Cold Conflict,2005,1736,377.64,33.7,1506.2,Forest,545.3,556.1,,,Cyber,2055,19,Yes,16.41,No,Victory_A,72.807,-92.735,Tropical,Oil,Yes,151749,7345,87.41301843
Iran,Ukraine,Skirmish,1954,1360,161.69,21.3,1830.8,Urban,741.2,1234,,NATO,Cyber,2155,96,Yes,13.22,Yes,Victory_A,-68.129,-90.693,Polar,Oil,Yes,217724,31006.2,160.0911765
China,Israel,Proxy War,1961,67,469.1,32.5,558.3,Desert,28.8,911.5,NATO,,Mixed,1877,28,No,11.45,Yes,Victory_B,-77.924,-94.015,Temperate,Water,No,218762,35127.7,3265.104478
India,Israel,Skirmish,1990,1517,38.39,4.2,1966.9,Desert,85.3,811.6,NATO,Regional,Conventional,4061,8,Yes,12.96,No,Stalemate,62.973,-82.209,Temperate,Oil,Yes,162641,6468,107.212261
France,Canada,Proxy War,1952,1674,480.62,5,1369.8,Desert,836.5,1372.4,,NATO,Mixed,2864,3,No,9.29,Yes,Victory_A,0.172,-85.418,Temperate,,Yes,189280,27813.5,113.0704898
Russia,India,Civil War,1982,1778,122.93,28.5,1860.6,Forest,1231,393.6,Regional,,Conventional,2570,39,No,15.18,No,Victory_B,31.416,138.265,Arid,Oil,Yes,128522,10407.9,72.28458943
Israel,Japan,Proxy War,1999,967,4.65,-3.3,718.8,Forest,691.3,92.3,Regional,NATO,Mixed,1396,182,Yes,1.51,Yes,Victory_A,-10.534,-64.927,Temperate,,No,195008,17713.1,201.6628749
Ukraine,Germany,Skirmish,2005,1237,216.96,32.6,1303.2,Urban,231.8,722.9,,,Nuclear,4481,140,No,10.18,No,Stalemate,-15.763,-54.085,Tropical,Land,No,192438,23970.9,155.5683104
UK,Brazil,Civil War,1958,181,179.55,12.8,630.6,Desert,163.5,594.2,Regional,NATO,Mixed,4278,133,No,16.13,Yes,Stalemate,-36.061,-84.176,Arid,Oil,Yes,99592,18531.9,550.2320442
Brazil,France,War,1999,1790,269.59,31.7,2625.9,Desert,1259.8,636.6,,Regional,Nuclear,2969,72,Yes,6.05,No,Stalemate,11.327,168.327,Tropical,Land,No,233606,32357.6,130.5061453
Ukraine,Australia,Cold Conflict,1978,613,398.41,5.2,1463.9,Urban,982.6,868.5,NATO,,Conventional,3589,25,No,16.87,No,Stalemate,-61.235,12.777,Arid,,No,234348,33243.1,382.2969005
Canada,China,Skirmish,1988,1887,421.23,22.2,674.9,Urban,1352.7,861.6,Regional,,Mixed,1891,102,No,15.66,Yes,Victory_B,39.102,39.797,Tropical,Oil,No,218751,49439,115.9252782
Russia,Russia,Skirmish,1994,1623,200.67,11.7,123.6,Urban,116.2,549.8,Regional,Regional,Mixed,1273,40,Yes,11.61,No,Stalemate,8.897,84.775,Temperate,,No,64456,28923.7,39.71410967
India,USA,Skirmish,1966,697,214.98,18.2,2027.2,Mountain,1263.8,1208.2,Regional,Regional,Conventional,2245,41,Yes,5.04,Yes,Victory_B,62.554,-59.863,Arid,,Yes,143219,21056,205.4791966
Iran,Japan,Civil War,2005,603,74.17,12.7,643.9,Urban,1184,912.4,NATO,NATO,Cyber,3710,127,No,17.22,Yes,Victory_B,75.783,168.761,Tropical,Land,Yes,141401,14011.6,234.4958541
Turkey,Israel,War,1995,248,23.87,33.5,2968.7,Plains,1250.6,1246,Regional,,Cyber,36,60,No,0.6,No,Stalemate,72.106,-125.163,Arid,Land,Yes,193466,34222.8,780.1048387
Japan,France,Proxy War,2016,1238,320.64,21.1,1601.1,Forest,9.1,1278.5,,,Nuclear,2940,61,Yes,11.85,No,Victory_B,18.222,-15.187,Arid,Land,Yes,90392,10125.2,73.01453958
Iran,USA,War,2018,359,32.31,1.3,866.9,Urban,1038.9,235.1,Regional,NATO,Mixed,420,195,No,15.65,Yes,Victory_B,-32.628,-127.642,Temperate,,No,187707,12193.4,522.8607242
Iran,Russia,Civil War,1963,249,366.94,30.9,1973,Mountain,769,953.1,,NATO,Cyber,3079,20,Yes,9.71,No,Stalemate,-25.709,104.535,Arid,,Yes,67472,18374,270.9718876
France,India,Skirmish,2016,638,269.59,3.2,825.7,Plains,802.9,445.2,Regional,,Conventional,4215,158,No,2.06,No,Victory_A,27.456,-141.366,Polar,Land,No,157073,17562.4,246.1959248
USA,India,Cold Conflict,1972,1947,99.37,6.7,2460.8,Mountain,657.4,1171.2,,Regional,Conventional,4839,42,No,16.68,No,Victory_A,38.154,19.404,Tropical,,Yes,53012,16234.3,27.22752953
Iran,UK,Skirmish,2010,950,269.81,-5.4,924.7,Mountain,1040,1026.3,NATO,NATO,Mixed,3808,148,No,18.18,Yes,Victory_B,-60.969,-142.27,Polar,Land,No,149904,26723.4,157.7936842
Ukraine,Iran,Proxy War,1972,1905,91.58,30.5,2964.7,Mountain,1399.8,279,Regional,,Nuclear,2419,106,No,11.27,Yes,Stalemate,89.631,-17.042,Arid,Water,Yes,244622,28401.1,128.4104987
India,Russia,Cold Conflict,1976,1540,219.42,2.9,1815.4,Mountain,995,1314.3,NATO,NATO,Conventional,2280,156,No,15.74,No,Stalemate,-70.649,-79.089,Tropical,Oil,No,200933,13649.9,130.475974
India,Russia,Skirmish,2003,1112,399.8,1.7,2533.2,Desert,949.6,957.2,NATO,Regional,Mixed,2334,182,No,12.21,Yes,Stalemate,19.277,145.187,Polar,Water,Yes,61129,32912.4,54.9721223
Japan,USA,Cold Conflict,1959,663,231.01,31.4,218.4,Forest,916.6,1328.1,Regional,,Nuclear,737,57,Yes,11.47,Yes,Victory_A,5.584,-160.886,Polar,,Yes,75342,29090.8,113.638009
Germany,France,War,1965,176,74.43,26.2,1044.9,Desert,973.6,283.5,Regional,,Cyber,1418,151,No,2.62,Yes,Victory_B,16.378,53.978,Temperate,Oil,No,203779,33737.7,1157.835227
Japan,Australia,Civil War,1990,723,361.94,-3.7,2212.5,Plains,479.6,1217.7,,,Mixed,4547,44,No,8.74,No,Stalemate,6.078,70.29,Polar,,No,130248,12414.2,180.1493776
Ukraine,Canada,Skirmish,2004,426,93.47,24.6,1965.2,Desert,449,935.6,Regional,Regional,Nuclear,2041,79,No,13.58,No,Victory_B,-79.576,140.034,Arid,,Yes,151376,18981.2,355.342723
Turkey,Iran,Proxy War,2010,1795,369.3,31.1,582.7,Plains,1098.3,773.6,Regional,NATO,Conventional,1785,136,Yes,9.09,No,Stalemate,89.267,135.983,Tropical,Oil,Yes,234589,25086.6,130.6902507
Germany,USA,War,1998,1627,239.73,-6.5,1068.6,Urban,75.3,1148.9,,Regional,Cyber,1062,193,No,12.36,No,Stalemate,86.63,171.74,Arid,,No,112164,35885.6,68.93915181
Germany,China,Skirmish,2022,771,226.93,27.1,790.3,Plains,1063.2,886.4,,Regional,Conventional,3568,129,Yes,17.9,Yes,Stalemate,4.383,-88.593,Polar,,Yes,179476,36985.7,232.7833982
UK,Israel,War,2001,1948,425.73,14.6,1840.1,Desert,1139.6,937.8,Regional,Regional,Conventional,371,164,No,7.32,Yes,Victory_B,-52.497,-81.063,Arid,,No,251716,6183.6,129.2176591
UK,India,Proxy War,1951,703,354.33,20.1,1033.7,Desert,730.7,355.9,Regional,,Cyber,2596,126,Yes,16.57,No,Victory_A,-57.07,-36.975,Polar,Land,No,110702,16647.2,157.4708393
China,Israel,Skirmish,1999,81,16.55,12.2,927.2,Plains,1274.3,1144.1,Regional,Regional,Mixed,1002,164,No,0.58,No,Victory_A,-79.731,13.528,Temperate,,No,76768,29422.9,947.7530864
Brazil,India,Proxy War,1992,927,148.16,21.4,622.1,Desert,662.8,910.8,NATO,,Mixed,2523,196,No,17.05,Yes,Victory_B,20.135,-47.829,Arid,Oil,Yes,122298,19498.1,131.9288026
Brazil,UK,Cold Conflict,1957,138,435.47,-8.5,1227.1,Plains,250.1,1182.3,NATO,,Mixed,4500,45,No,2.13,No,Stalemate,-3.917,86.507,Arid,Water,Yes,103204,27073.2,747.8550725
Australia,Australia,Proxy War,2008,1457,9.26,24.3,586.5,Mountain,506.6,492.8,Regional,NATO,Conventional,1418,5,No,6.43,No,Victory_A,-15.064,-176.924,Temperate,Oil,No,272631,31453.2,187.1180508
Israel,China,Cold Conflict,2014,470,272.67,-8.5,2887.7,Forest,1268.3,465.1,,NATO,Conventional,4676,47,No,10.27,No,Victory_A,4.538,-173.644,Arid,Oil,Yes,238351,19687,507.1297872
USA,India,Skirmish,1961,350,363.94,10.5,463.5,Plains,1391.2,34.4,Regional,Regional,Mixed,3201,126,No,13,No,Victory_B,67.114,77.78,Polar,Water,No,54285,11904.9,155.1
Brazil,USA,Cold Conflict,1953,1150,310.97,-3.2,2739.9,Mountain,591.2,1076.3,Regional,,Mixed,626,111,Yes,19.06,No,Victory_B,-77.271,137.924,Temperate,,No,136345,16508.6,118.5608696
UK,China,Skirmish,1990,1905,380.29,27.1,1285.4,Mountain,234.4,463.1,NATO,,Cyber,1821,135,No,6.14,No,Victory_B,7.936,99.557,Arid,Water,No,130303,21185,68.40052493
China,USA,Skirmish,1956,1941,362.87,4.1,1133.6,Mountain,401.6,458.8,Regional,NATO,Conventional,4436,31,No,1.71,Yes,Stalemate,36.183,-137.847,Polar,Water,No,71820,12978.2,37.0015456
Iran,Canada,Civil War,2018,1892,346.05,10.4,694,Mountain,775.1,964.5,Regional,,Nuclear,4307,100,Yes,9.18,Yes,Stalemate,84.724,156.591,Polar,Land,Yes,189032,35111.9,99.91120507
China,Canada,Skirmish,2018,1333,410.79,9.3,1907.3,Plains,801.4,354.8,NATO,Regional,Mixed,2961,76,Yes,6.91,No,Victory_B,43.145,7.889,Tropical,Land,No,136067,25487.6,102.0757689
Iran,Israel,Cold Conflict,1979,1879,322.88,24.8,2056.6,Desert,882.5,1272.7,NATO,,Mixed,1646,194,No,12,No,Victory_B,8.661,87.226,Tropical,Oil,Yes,76553,19632.8,40.74135178
Turkey,India,Civil War,2022,1254,201.27,11.7,1402.7,Mountain,1169.7,753.8,,Regional,Conventional,1999,67,Yes,18.46,Yes,Victory_A,48.018,-107.623,Tropical,Oil,No,181130,38033.3,144.4417863
Turkey,India,Civil War,1955,1484,236.01,25.5,167.1,Urban,996,1357.3,,NATO,Mixed,2635,27,Yes,12.87,Yes,Victory_A,89.47,17.566,Temperate,Land,No,48979,32257.7,33.00471698
Germany,France,Skirmish,1968,1369,358.39,-6.7,2755.5,Mountain,365.9,108.3,,NATO,Mixed,2343,167,Yes,11.56,No,Victory_B,69.972,-61.178,Polar,Water,Yes,88837,19288.8,64.89189189
Australia,Canada,Proxy War,2015,310,438.17,-1.4,2941,Desert,553.7,472.2,Regional,,Conventional,3159,143,Yes,4.92,No,Victory_B,-73.963,170.914,Temperate,Water,No,120411,23662.5,388.4225806
